iteration,ip,interface,config_file,exit_status,execution_time_seconds
1,192.168.0.4,sw0p4,sw0p4.cfg,0,0.070815
2,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063586
3,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064267
4,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063712
5,192.168.0.4,sw0p4,sw0p4.cfg,0,0.073717
6,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066136
7,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065118
8,192.168.0.4,sw0p4,sw0p4.cfg,0,0.069148
9,192.168.0.4,sw0p4,sw0p4.cfg,0,0.074697
10,192.168.0.4,sw0p4,sw0p4.cfg,0,0.090714
11,192.168.0.4,sw0p4,sw0p4.cfg,0,0.081597
12,192.168.0.4,sw0p4,sw0p4.cfg,0,0.080595
13,192.168.0.4,sw0p4,sw0p4.cfg,0,0.078067
14,192.168.0.4,sw0p4,sw0p4.cfg,0,0.086404
15,192.168.0.4,sw0p4,sw0p4.cfg,0,0.072471
16,192.168.0.4,sw0p4,sw0p4.cfg,0,0.091589
17,192.168.0.4,sw0p4,sw0p4.cfg,0,0.075492
18,192.168.0.4,sw0p4,sw0p4.cfg,0,0.073104
19,192.168.0.4,sw0p4,sw0p4.cfg,0,0.097799
20,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068887
21,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063931
22,192.168.0.4,sw0p4,sw0p4.cfg,0,0.071540
23,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064860
24,192.168.0.4,sw0p4,sw0p4.cfg,0,0.071709
25,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065451
26,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068016
27,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063228
28,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065050
29,192.168.0.4,sw0p4,sw0p4.cfg,0,0.075879
30,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064716
31,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063889
32,192.168.0.4,sw0p4,sw0p4.cfg,0,0.071642
33,192.168.0.4,sw0p4,sw0p4.cfg,0,0.061479
34,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064804
35,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063279
36,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063266
37,192.168.0.4,sw0p4,sw0p4.cfg,0,0.071157
38,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064904
39,192.168.0.4,sw0p4,sw0p4.cfg,0,0.082593
40,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065199
41,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068654
42,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065966
43,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064498
44,192.168.0.4,sw0p4,sw0p4.cfg,0,0.084157
45,192.168.0.4,sw0p4,sw0p4.cfg,0,0.072473
46,192.168.0.4,sw0p4,sw0p4.cfg,0,0.069887
47,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066568
48,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063119
49,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068385
50,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065322
51,192.168.0.4,sw0p4,sw0p4.cfg,0,0.062958
52,192.168.0.4,sw0p4,sw0p4.cfg,0,0.071931
53,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063166
54,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063103
55,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068288
56,192.168.0.4,sw0p4,sw0p4.cfg,0,0.069094
57,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068776
58,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064677
59,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063835
60,192.168.0.4,sw0p4,sw0p4.cfg,0,0.073684
61,192.168.0.4,sw0p4,sw0p4.cfg,0,0.068420
62,192.168.0.4,sw0p4,sw0p4.cfg,0,0.070937
63,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064997
64,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063258
65,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063741
66,192.168.0.4,sw0p4,sw0p4.cfg,0,0.070046
67,192.168.0.4,sw0p4,sw0p4.cfg,0,0.081035
68,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065009
69,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066654
70,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066107
71,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063094
72,192.168.0.4,sw0p4,sw0p4.cfg,0,0.083048
73,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063448
74,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066713
75,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066717
76,192.168.0.4,sw0p4,sw0p4.cfg,0,0.064525
77,192.168.0.4,sw0p4,sw0p4.cfg,0,0.081913
78,192.168.0.4,sw0p4,sw0p4.cfg,0,0.066863
79,192.168.0.4,sw0p4,sw0p4.cfg,0,0.065215
80,192.168.0.4,sw0p4,sw0p4.cfg,0,0.069526
81,192.168.0.4,sw0p4,sw0p4.cfg,0,0.063050
