iteration,ip,interface,config_file,exit_status,execution_time_seconds
1,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069594
2,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069643
3,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069984
4,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063224
5,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062921
6,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063353
7,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062932
8,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062638
9,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062263
10,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062705
11,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063227
12,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063280
13,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063822
14,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062657
15,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063410
16,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062769
17,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063580
18,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063885
19,192.168.0.2,sw0p4,sw0p4.cfg,0,0.061177
20,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063742
21,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062884
22,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062915
23,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063583
24,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063318
25,192.168.0.2,sw0p4,sw0p4.cfg,0,0.061649
26,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063508
27,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063520
28,192.168.0.2,sw0p4,sw0p4.cfg,0,0.074988
29,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063345
30,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063233
31,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063598
32,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063347
33,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063907
34,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063764
35,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063349
36,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063098
37,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063319
38,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062323
39,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063362
40,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063447
41,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062644
42,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063482
43,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063354
44,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064220
45,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063332
46,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062572
47,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063523
48,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064440
49,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063271
50,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062803
51,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063034
52,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063608
53,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062851
54,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063264
55,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063379
56,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062882
57,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063451
58,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063202
59,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062846
60,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063085
61,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062854
62,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062862
63,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062900
64,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062661
