iteration,ip,interface,config_file,exit_status,execution_time_seconds
1,192.168.0.4,sw0p2,sw0p2.cfg,1,0.146903
2,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066415
3,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066649
4,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063912
5,192.168.0.4,sw0p2,sw0p2.cfg,1,0.074020
6,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064264
7,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063936
8,192.168.0.4,sw0p2,sw0p2.cfg,1,0.065688
9,192.168.0.4,sw0p2,sw0p2.cfg,1,0.065477
10,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068860
11,192.168.0.4,sw0p2,sw0p2.cfg,1,0.069285
12,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064465
13,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064381
14,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064815
15,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063730
16,192.168.0.4,sw0p2,sw0p2.cfg,1,0.073432
17,192.168.0.4,sw0p2,sw0p2.cfg,1,0.073550
18,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070118
19,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064994
20,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064290
21,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066183
22,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064446
23,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063673
24,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063038
25,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064360
26,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064175
27,192.168.0.4,sw0p2,sw0p2.cfg,1,0.065463
28,192.168.0.4,sw0p2,sw0p2.cfg,1,0.076706
29,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070133
30,192.168.0.4,sw0p2,sw0p2.cfg,1,0.074765
31,192.168.0.4,sw0p2,sw0p2.cfg,1,0.072554
32,192.168.0.4,sw0p2,sw0p2.cfg,1,0.071594
33,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066479
34,192.168.0.4,sw0p2,sw0p2.cfg,1,0.073884
35,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070589
36,192.168.0.4,sw0p2,sw0p2.cfg,1,0.098898
37,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070733
38,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068360
39,192.168.0.4,sw0p2,sw0p2.cfg,1,0.073446
40,192.168.0.4,sw0p2,sw0p2.cfg,1,0.077648
41,192.168.0.4,sw0p2,sw0p2.cfg,1,0.081163
42,192.168.0.4,sw0p2,sw0p2.cfg,1,0.075514
43,192.168.0.4,sw0p2,sw0p2.cfg,1,0.098264
44,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066946
45,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063680
46,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064522
47,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070868
48,192.168.0.4,sw0p2,sw0p2.cfg,1,0.079397
49,192.168.0.4,sw0p2,sw0p2.cfg,1,0.071278
50,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064443
51,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064481
52,192.168.0.4,sw0p2,sw0p2.cfg,1,0.062825
53,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064570
54,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068738
55,192.168.0.4,sw0p2,sw0p2.cfg,1,0.069443
56,192.168.0.4,sw0p2,sw0p2.cfg,1,0.062929
57,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068505
58,192.168.0.4,sw0p2,sw0p2.cfg,1,0.073048
59,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066098
60,192.168.0.4,sw0p2,sw0p2.cfg,1,0.071010
61,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068114
62,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064521
63,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064713
64,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064837
65,192.168.0.4,sw0p2,sw0p2.cfg,1,0.070963
66,192.168.0.4,sw0p2,sw0p2.cfg,1,0.092626
67,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066429
68,192.168.0.4,sw0p2,sw0p2.cfg,1,0.075216
69,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066140
70,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063824
71,192.168.0.4,sw0p2,sw0p2.cfg,1,0.082897
72,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066840
73,192.168.0.4,sw0p2,sw0p2.cfg,1,0.074397
74,192.168.0.4,sw0p2,sw0p2.cfg,1,0.066795
75,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063369
76,192.168.0.4,sw0p2,sw0p2.cfg,1,0.065212
77,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064920
78,192.168.0.4,sw0p2,sw0p2.cfg,1,0.064462
79,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063001
80,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063822
81,192.168.0.4,sw0p2,sw0p2.cfg,1,0.063764
82,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068171
83,192.168.0.4,sw0p2,sw0p2.cfg,1,0.068826
