iteration,ip,interface,config_file,exit_status,execution_time_seconds
1,192.168.0.1,sw0p5,sw0p5.cfg,0,0.069468
2,192.168.0.1,sw0p5,sw0p5.cfg,0,0.069624
3,192.168.0.1,sw0p5,sw0p5.cfg,0,0.066884
4,192.168.0.1,sw0p5,sw0p5.cfg,0,0.069839
5,192.168.0.1,sw0p5,sw0p5.cfg,0,0.066640
6,192.168.0.1,sw0p5,sw0p5.cfg,0,0.068531
7,192.168.0.1,sw0p5,sw0p5.cfg,0,0.068225
8,192.168.0.1,sw0p5,sw0p5.cfg,0,0.075247
9,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063834
10,192.168.0.1,sw0p5,sw0p5.cfg,0,0.061597
11,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062819
12,192.168.0.1,sw0p5,sw0p5.cfg,0,0.064017
13,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062943
14,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063516
15,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062632
16,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063565
17,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063299
18,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062538
19,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062601
20,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063172
21,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062741
22,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063050
23,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063216
24,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063070
25,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062843
26,192.168.0.1,sw0p5,sw0p5.cfg,0,0.064298
27,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062438
28,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062783
29,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062879
30,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063710
31,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062360
32,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062814
33,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062822
34,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063403
35,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062516
36,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062869
37,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062750
38,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062067
39,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063245
40,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063294
41,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062964
42,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062307
43,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063181
44,192.168.0.1,sw0p5,sw0p5.cfg,0,0.064115
45,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063770
46,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062939
47,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063609
48,192.168.0.1,sw0p5,sw0p5.cfg,0,0.071291
49,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063402
50,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062767
51,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063088
52,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063513
53,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062574
54,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063527
55,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062615
56,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063605
57,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063173
58,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062271
59,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062521
60,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063534
61,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063638
62,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063371
63,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062977
64,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063284
65,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063716
66,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062897
67,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062882
68,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063660
69,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062740
70,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062785
71,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062479
72,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062603
73,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063335
74,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063251
75,192.168.0.1,sw0p5,sw0p5.cfg,0,0.071597
76,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063415
77,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062506
78,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062774
79,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063362
80,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062772
81,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063908
82,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062789
83,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062773
84,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062714
85,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063311
86,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062851
87,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063429
88,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062958
89,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062988
90,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063922
91,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062150
92,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062381
93,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062360
94,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062793
95,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063053
96,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063323
97,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063387
98,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062863
99,192.168.0.1,sw0p5,sw0p5.cfg,0,0.063358
100,192.168.0.1,sw0p5,sw0p5.cfg,0,0.062933
