iteration,ip,interface,config_file,exit_status,execution_time_seconds
1,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063820
2,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062684
3,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062192
4,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062568
5,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063386
6,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062514
7,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062755
8,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062281
9,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062963
10,192.168.0.2,sw0p4,sw0p4.cfg,0,0.061653
11,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064742
12,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063224
13,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063348
14,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063035
15,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062982
16,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062643
17,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063620
18,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062173
19,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063351
20,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062558
21,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063180
22,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062872
23,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062932
24,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062741
25,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062583
26,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062823
27,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064129
28,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062921
29,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062758
30,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063191
31,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063524
32,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063279
33,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063373
34,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063011
35,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062703
36,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063598
37,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063222
38,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063272
39,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063118
40,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063546
41,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062270
42,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062684
43,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062972
44,192.168.0.2,sw0p4,sw0p4.cfg,0,0.074093
45,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062600
46,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063056
47,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063340
48,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063835
49,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064179
50,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064119
51,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062416
52,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062866
53,192.168.0.2,sw0p4,sw0p4.cfg,0,0.067333
54,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064011
55,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063420
56,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063497
57,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062989
58,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062691
59,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063371
60,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063303
61,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063360
62,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063514
63,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063135
64,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063544
65,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062350
